Time (s),Channel 1 (mV),Channel 2 (mV),Channel 3 (mV),Channel 1 (mV)
19.9569963,-0.00087411,743.673,1487.986,-0.00087411
20.0435879,-0.000696324,745.6602,1493.938,-0.000696324
20.0877787,-0.000696324,745.6602,1497.906,-0.000696324
20.1325043,-0.000518538,745.6602,1497.906,-0.000518538
20.1410117,-0.000696324,748.641,1501.874,-0.000696324
20.1775045,-0.000696324,747.6474,1506.834,-0.000696324
20.2686071,-0.000696324,751.6218,1513.778,-0.000696324
20.3131251,-0.00087411,749.6346,1510.802,-0.00087411
20.3583682,-0.000696324,753.609,1517.746,-0.000696324
20.4027011,-0.000696324,751.6218,1517.746,-0.000696324
20.4482508,-0.000518538,756.5898,1523.698,-0.000518538
20.4928214,-0.001051896,753.609,1526.674,-0.001051896
20.5382492,-0.00087411,759.5706,1532.626,-0.00087411
20.5833926,-0.000518538,763.545,1543.538,-0.000518538
20.6278566,-0.000518538,763.545,1546.514,-0.000518538
20.7185676,-0.00087411,761.5578,1542.546,-0.00087411
20.7634751,-0.000696324,760.5642,1544.53,-0.000696324
20.808125,-0.000518538,748.641,1537.586,-0.000518538
20.8539775,-0.00087411,748.641,1534.61,-0.00087411
20.8983412,-0.000696324,738.705,1525.682,-0.000696324
20.9878982,-0.00087411,737.7114,1526.674,-0.00087411
20.9901799,-0.00087411,730.7562,1514.77,-0.00087411
21.0342549,-0.00087411,722.8074,1507.826,-0.00087411
21.0783648,-0.000696324,721.8138,1513.778,-0.000696324
21.168493,-0.00087411,713.865,1505.842,-0.00087411
21.2136985,-0.00087411,712.8714,1499.89,-0.00087411
21.258274,-0.00087411,704.9226,1492.946,-0.00087411
21.3034282,-0.00087411,702.9354,1494.93,-0.00087411
21.3488538,-0.001051896,704.9226,1493.938,-0.001051896
21.3930051,-0.000696324,697.9674,1484.018,-0.000696324
21.4393868,-0.001229682,697.9674,1486.994,-0.001229682
21.4828051,-0.000696324,691.0122,1481.042,-0.000696324
21.573671,-0.000696324,683.0634,1472.114,-0.000696324
21.619161,-0.00087411,685.0506,1477.074,-0.00087411
21.6634092,-0.000696324,677.1018,1459.218,-0.000696324
21.7091827,-0.00087411,678.0954,1462.194,-0.00087411
21.7532825,-0.00087411,670.1466,1455.25,-0.00087411
21.7987118,-0.000696324,671.1402,1453.266,-0.000696324
