Time (s),Channel 1 (mA),Channel 2 (mV),Channel 3 (mV),Channel 1 (mA)
17.306,-0.000162966,726.7818,1327.2619,-0.000162966
17.356,-0.000340752,726.7818,1327.2619,-0.000340752
17.406,-0.000162966,730.7562,1336.843132,-0.000162966
17.456,-0.000162966,729.7626,1334.926886,-0.000162966
17.506,0.000192606,735.7242,1342.591871,0.000192606
17.556,-0.000340752,736.7178,1344.508118,-0.000340752
17.606,-0.000340752,736.7178,1352.173103,-0.000340752
17.656,1.48E-05,740.6922,1359.838089,1.48E-05
17.706,-0.000340752,740.6922,1359.838089,-0.000340752
17.756,0.000192606,743.673,1363.670582,0.000192606
17.806,-0.000162966,742.6794,1363.670582,-0.000162966
17.856,-0.000162966,748.641,1373.251814,-0.000162966
17.906,1.48E-05,746.6538,1369.419321,1.48E-05
17.956,-0.000518538,745.6602,1373.251814,-0.000518538
18.006,1.48E-05,743.673,1371.335567,1.48E-05
18.056,-0.000518538,736.7178,1365.586828,-0.000518538
18.106,-0.000162966,728.769,1359.838089,-0.000162966
18.156,-0.000162966,728.769,1357.921843,-0.000162966
18.206,-0.000162966,722.8074,1352.173103,-0.000162966
18.256,-0.000162966,723.801,1350.256857,-0.000162966
18.306,-0.000340752,718.833,1346.424364,-0.000340752
18.356,-0.000162966,717.8394,1342.591871,-0.000162966
18.406,-0.000162966,710.8842,1331.094393,-0.000162966
18.456,-0.000518538,712.8714,1336.843132,-0.000518538
18.506,-0.000162966,707.9034,1327.2619,-0.000162966
18.556,1.48E-05,697.9674,1317.680668,1.48E-05
18.606,1.48E-05,696.9738,1317.680668,1.48E-05
18.656,0.000192606,692.0058,1310.015683,0.000192606
18.706,-0.000162966,694.9866,1313.848175,-0.000162966
18.756,-0.000162966,689.025,1306.18319,-0.000162966
18.806,-0.000340752,689.025,1308.099436,-0.000340752
18.856,1.48E-05,682.0698,1296.601958,1.48E-05
18.906,-0.000340752,684.057,1298.518204,-0.000340752
18.956,0.000192606,677.1018,1288.936972,0.000192606
19.006,-0.000340752,675.1146,1290.853219,-0.000340752
19.056,-0.000162966,666.1722,1285.104479,-0.000162966
19.106,1.48E-05,664.185,1279.35574,1.48E-05
19.156,-0.000162966,658.2234,1275.523247,-0.000162966
19.206,-0.000340752,659.217,1275.523247,-0.000340752
19.256,1.48E-05,653.2554,1267.858262,1.48E-05
19.308,1.48E-05,654.249,1267.858262,1.48E-05
19.357,1.48E-05,648.2874,1260.193276,1.48E-05
